17.73,12.82,7
36.29,11.48,5
8.11,97.51,7
10.21,46.76,8
32.88,79.52,5
91.57,93.69,9
31.24,79.64,5
9.51,82.02,8
10.85,36.48,1
33.39,14.76,8
28.58,69.07,0
43.65,17.93,10
54.06,85.0,9
11.28,9.95,8
46.43,94.17,3
41.42,28.19,2
15.21,50.3,9
35.15,9.66,5
38.91,5.03,6
4.18,14.53,0
49.66,75.33,8
87.29,0.9,6
16.66,88.45,3
71.96,77.76,3
32.52,17.49,0
55.05,89.24,8
96.31,89.57,3
20.94,37.16,0
48.76,23.85,3
77.57,74.24,3
63.81,45.85,2
96.78,12.09,7
65.43,17.94,7
64.35,84.29,8
66.94,5.17,6
53.89,67.25,1
40.34,69.41,0
94.17,34.31,7
4.09,22.43,7
35.12,78.08,5
57.7,86.61,5
74.54,38.12,3
68.1,0.32,1
41.8,50.06,1
15.52,10.89,2
80.37,95.57,0
88.2,26.39,10
29.24,35.48,8
96.1,17.81,8
70.52,99.56,5
0.87,81.18,4
31.9,14.94,8
76.9,52.19,10
35.76,7.3,4
38.28,60.76,2
32.12,25.93,0
62.88,91.59,0
4.97,14.81,1
67.75,79.41,8
15.99,44.89,4
89.21,42.75,7
14.93,5.35,1
73.98,82.36,4
74.17,47.44,1
99.69,5.88,8
48.43,33.8,4
92.79,25.76,8
36.42,50.49,1
22.31,32.8,4
72.4,62.31,7
29.57,33.85,2
98.59,18.11,2
0.94,89.82,9
25.63,50.14,6
53.37,17.93,8
24.19,96.55,10
53.02,87.13,9
55.78,47.32,3
0.37,68.29,3
30.61,66.48,0
36.52,11.35,0
19.15,59.68,8
24.72,81.72,5
98.06,22.99,6
1.78,18.24,9
9.58,43.86,5
6.66,71.01,7
96.9,15.84,0
3.19,34.35,9
95.06,75.72,3
78.57,15.62,8
28.76,16.52,1
41.28,13.12,3
99.73,3.99,2
45.96,77.88,0
88.48,71.49,7
15.69,27.56,0
42.02,74.35,5
60.23,44.49,9
32.26,67.88,6
77.43,53.71,10
99.26,34.05,7
41.2,0.06,5
42.16,96.82,5
64.39,38.92,0
43.04,54.36,0
87.56,17.38,10
54.22,50.74,10
51.93,81.68,6
32.27,51.86,5
70.54,19.16,9
67.17,66.99,6
49.92,75.16,3
76.19,2.0,6
39.3,51.76,8
36.83,28.32,10
78.19,34.89,6
46.76,66.57,5
18.41,96.85,7
18.49,58.56,10
48.56,63.48,5
90.84,54.4,8
46.6,82.98,9
98.09,58.63,9
87.83,66.74,3
64.1,88.42,5
80.28,59.65,5
55.13,97.39,9
21.25,97.54,4
45.25,20.35,3
45.42,88.18,1
68.68,7.56,10
43.56,69.69,7
95.96,16.85,4
33.13,35.22,2
14.84,93.53,6
99.01,64.91,4
98.18,67.13,1
46.78,13.73,1
12.88,52.35,3
17.82,50.57,3
29.25,62.08,10
99.5,78.57,6
51.27,6.01,0
53.99,7.46,7
74.89,80.56,0
23.58,28.26,7
27.6,47.3,0
93.18,98.32,3
67.31,96.63,1
27.95,59.95,1
9.21,50.3,4
14.89,34.18,6
94.59,94.42,8
42.03,26.64,1
32.7,50.28,5
54.15,92.74,10
73.51,6.71,8
71.02,20.28,2
39.94,29.6,2
16.11,53.88,10
90.62,32.63,9
43.06,15.69,4
21.34,28.33,2
8.13,90.78,4
72.67,70.76,1
74.43,29.9,10
29.72,10.06,6
86.11,53.32,0
93.04,65.43,8
34.85,64.96,4
73.41,7.79,7
38.62,55.05,1
60.51,94.83,3
83.05,74.45,3
31.15,43.67,8
60.81,26.52,0
86.76,20.72,3
82.41,26.47,2
0.92,5.28,5
86.88,73.81,2
39.06,84.43,8
23.79,47.9,2
36.47,47.75,10
60.56,8.78,1
39.12,58.29,1
80.2,19.13,3
92.54,11.95,0
31.87,5.9,4
83.43,2.14,1
16.12,76.07,6
21.66,39.25,1
43.41,66.97,4
70.99,35.15,0
50.25,63.64,0
55.65,90.82,1
85.2,1.52,3
22.31,88.75,8
71.95,9.82,4
60.47,85.56,0
28.16,56.92,5
99.62,36.63,0
60.14,21.76,4
60.01,19.26,1
81.33,48.2,2
19.13,41.2,0
50.95,43.37,8
38.22,88.3,1
17.7,52.06,2
78.83,34.99,6
79.57,27.54,3
2.91,26.66,7
97.52,40.51,7
77.96,3.08,10
53.69,40.7,7
43.81,50.12,2
93.84,96.4,9
55.55,71.14,4
41.42,95.79,9
37.7,67.62,3
11.09,92.49,3
36.63,4.24,4
56.08,18.55,8
47.55,31.13,0
32.14,82.36,0
16.07,58.72,3
54.17,30.17,10
75.68,92.02,10
56.62,64.01,7
77.43,64.39,1
81.11,70.44,2
94.23,82.2,4
75.68,91.09,0
72.45,26.45,8
73.12,94.28,8
27.8,73.19,3
33.44,22.91,3
69.52,28.02,9
56.6,85.8,9
11.04,68.39,1
48.85,13.89,6
4.03,7.68,7
73.41,92.45,0
62.02,37.06,5
87.74,21.86,8
65.35,24.62,8
63.5,37.19,6
15.17,36.86,4
31.69,6.14,3
39.02,39.3,7
97.58,58.12,5
43.34,96.91,10
27.17,97.26,10
33.79,69.5,7
44.17,4.3,0
36.74,47.0,0
91.14,23.8,8
62.76,63.25,0
39.42,54.85,8
93.93,53.37,4
12.94,56.16,1
73.34,89.52,5
12.3,58.32,7
82.2,81.54,8
68.24,0.11,4
20.86,18.17,1
64.05,37.73,1
69.41,13.81,10
96.84,95.47,6
34.73,26.33,10
99.25,42.57,5
25.41,32.28,4
5.3,96.22,0
12.91,68.67,7
13.72,5.15,6
34.05,24.16,10
18.69,98.42,5
62.78,94.12,5
65.75,54.82,10
39.77,8.6,1
2.57,9.85,8
49.8,13.03,10
53.5,78.7,2
61.25,52.36,7
25.41,34.69,6
54.69,91.41,2
10.03,35.97,0
6.26,94.85,6
88.74,28.69,3
86.56,3.23,3
9.93,6.9,6
77.13,76.04,6
42.99,5.48,4
58.48,56.06,4
65.94,43.63,4
10.18,91.71,0
21.62,37.48,8
38.5,33.95,9
43.91,29.53,0
45.01,78.51,6
88.64,23.81,4
3.64,40.68,10
20.89,6.21,8
33.22,30.15,7
90.18,34.82,8
37.76,74.77,3
28.09,8.3,8
78.89,43.55,1
8.61,78.03,0
32.91,61.64,2
31.13,42.0,9
71.79,99.27,9
88.46,23.17,3
39.63,97.24,7
47.0,3.45,5
7.04,67.51,1
35.67,75.85,4
70.51,2.7,2
29.05,77.02,1
49.03,49.53,4
14.74,59.38,6
26.78,40.63,4
91.14,15.38,8
84.72,63.74,5
92.86,51.45,7
23.66,67.44,1
20.35,80.96,7
21.88,80.85,8
41.85,66.96,9
58.7,68.91,4
39.42,80.39,5
61.2,24.3,4
76.41,21.64,0
59.6,42.05,7
24.79,55.5,1
55.51,74.83,0
88.71,38.57,9
28.27,42.06,0
9.25,88.47,0
12.35,35.72,6
14.79,37.6,1
75.54,43.97,1
34.34,8.79,7
81.78,74.27,3
66.59,61.6,9
34.57,1.28,0
51.34,69.26,6
29.06,6.05,4
31.46,42.5,6
91.74,74.78,8
17.92,85.8,7
12.71,97.15,10
26.11,37.91,1
28.97,23.47,0
31.68,57.98,1
63.72,28.63,0
0.75,3.7,0
81.76,67.82,8
89.69,45.15,0
28.82,91.22,1
41.26,70.76,8
59.54,82.29,5
80.78,52.71,1
7.91,74.17,0
65.58,91.31,0
75.61,33.51,1
9.64,79.56,8
36.63,56.39,4
29.22,77.88,9
87.65,24.84,1
27.99,39.82,1
23.05,33.06,7
71.61,58.94,10
38.04,6.35,3
94.9,84.94,5
55.26,16.03,1
99.75,18.82,9
83.74,8.44,8
99.86,16.07,4
67.7,40.44,5
64.62,54.06,8
50.38,4.74,3
49.63,90.01,5
62.78,20.96,2
45.23,33.34,6
70.73,18.58,6
81.17,48.51,4
65.98,20.77,1
81.76,67.4,9
47.13,32.46,2
76.27,34.78,3
30.44,76.75,7
68.05,77.88,3
41.38,83.45,8
59.21,54.31,0
56.63,75.16,7
66.67,70.95,3
12.91,2.38,9
10.06,35.46,4
40.55,39.42,10
31.87,52.91,10
46.03,71.61,0
97.21,37.41,3
79.03,39.29,2
68.26,94.77,3
54.55,6.26,8
35.16,47.24,10
69.09,38.14,9
95.48,34.95,1
7.9,87.25,0
67.0,68.96,6
26.65,33.74,5
61.45,44.53,9
71.41,75.45,5
56.4,33.76,8
18.73,7.45,1
22.05,90.29,2
89.13,2.28,4
71.19,70.98,9
68.54,50.28,10
79.63,40.96,5
11.65,97.57,6
49.45,83.61,5
39.24,73.54,5
32.54,10.61,4
10.77,72.71,9
83.33,20.44,4
87.16,65.11,4
71.2,93.61,4
78.69,53.07,7
24.8,49.14,4
0.0,21.1,2
7.3,30.38,2
86.81,67.68,5
5.35,27.97,7
54.49,62.66,0
15.62,87.85,4
29.12,11.96,2
4.0,84.42,6
10.82,1.77,2
5.67,30.27,2
60.53,45.34,6
68.63,68.7,2
77.03,95.39,4
26.52,89.43,2
30.57,56.53,6
75.4,50.71,5
44.5,44.71,0
10.59,59.06,7
29.57,18.05,10
49.25,97.16,3
77.87,16.44,4
14.43,93.13,8
40.15,89.26,1
12.74,15.97,6
56.21,7.77,5
33.79,86.0,2
44.93,90.68,2
46.05,60.59,6
1.85,88.89,2
89.07,14.14,10
72.82,12.92,0
93.66,35.61,5
1.3,30.67,1
66.5,23.65,1
78.41,11.82,0
81.63,61.27,4
33.31,69.43,0
77.57,90.86,8
49.55,60.42,7
62.15,75.73,9
9.38,38.98,9
71.08,25.89,4
38.94,11.44,8
11.85,9.16,10
92.48,83.74,8
30.11,43.91,6
60.92,23.54,8
35.31,19.35,2
53.99,3.73,0
49.32,81.98,1
19.89,83.15,4
3.02,87.37,2
79.96,44.5,8
69.97,36.66,8
54.97,52.11,2
1.7,54.64,7
73.15,38.21,1
94.13,22.62,8
83.42,61.78,6
68.23,55.85,7
36.08,53.6,1
38.99,21.02,1
27.11,12.73,10
44.63,30.3,6
66.21,78.43,5
31.45,89.3,6
4.67,45.8,0
45.91,80.74,2
31.05,9.16,4
60.84,69.78,2
43.21,90.82,9
85.5,82.2,7
26.05,9.59,4
3.93,29.47,4
27.12,95.53,0
37.07,88.34,10
31.54,8.18,4
80.46,24.68,4
13.3,77.79,4
60.12,36.43,2
31.92,69.17,0
23.51,64.81,8
46.46,79.28,0
34.08,94.66,1
55.81,42.66,4
69.07,60.28,3
14.78,15.13,5
65.48,36.42,9
88.01,60.05,9
39.62,53.79,3
9.14,25.5,6
68.99,23.21,8
45.93,47.43,1
16.12,40.94,0
13.72,84.18,0
19.74,1.74,6
18.1,58.93,9
14.24,46.49,5
75.63,59.15,2
3.75,93.63,7
97.43,94.82,10
15.99,74.9,5
32.87,39.08,1
23.74,98.15,8
36.19,73.71,2
85.2,38.0,4
2.19,67.85,5
23.19,87.46,5
20.48,83.42,8
97.41,39.49,5
25.01,24.58,7
69.24,23.19,8
7.72,66.93,5
79.05,35.12,1
38.04,66.41,8
49.56,37.37,3
30.53,20.31,8
35.03,20.42,1
89.62,83.36,9
8.82,83.78,2
79.02,36.08,3
52.3,58.28,6
68.3,40.7,2
4.03,2.07,10
83.22,42.1,7
47.48,70.51,1
85.43,34.38,9
12.25,72.21,5
76.19,0.54,3
17.04,15.68,0
69.86,45.04,10
21.02,14.63,2
86.54,53.17,3
63.31,24.24,3
19.83,32.0,4
55.95,32.63,7
98.23,84.96,9
38.3,92.94,0
87.08,31.47,6
44.0,36.94,2
3.51,18.47,3
33.13,38.17,5
26.1,91.11,3
61.64,79.44,7
21.21,33.67,3
99.03,91.31,0
88.21,10.18,10
67.17,56.44,1
90.91,49.95,9
37.08,13.41,6
9.17,1.68,8
52.18,20.94,5
45.28,30.03,7
96.8,30.09,10
94.04,10.49,3
21.63,38.03,8
39.16,99.21,10
22.88,16.93,7
12.77,57.85,10
61.82,57.16,2
70.78,24.98,10
74.11,47.84,0
28.13,25.76,0
14.11,96.62,5
82.74,2.32,10
38.8,5.52,4
30.94,60.64,10
21.55,37.04,4
8.4,51.43,5
96.19,0.2,9
96.34,67.01,1
99.87,59.44,4
11.3,34.92,1
80.87,46.2,2
13.04,96.41,10
96.89,25.61,0
2.34,13.85,5
43.4,83.25,0
16.35,19.64,10
13.12,33.49,3
93.84,89.85,4
66.83,57.57,8
50.1,98.62,8
73.89,7.06,1
19.28,41.08,0
75.12,74.45,7
65.53,37.46,10
70.88,65.58,10
97.78,65.11,9
90.53,42.97,2
26.07,58.43,7
10.7,57.96,5
4.38,34.38,0
11.33,19.05,0
0.86,47.24,9
1.86,13.81,1
60.79,42.61,6
78.29,9.2,2
64.13,16.0,8
20.06,17.41,9
11.03,47.57,10
76.02,78.43,10
98.18,18.12,8
26.33,2.57,1
88.21,37.82,10
86.65,28.95,1
0.56,14.8,5
56.87,83.67,7
70.05,77.05,3
94.2,60.42,3
62.45,44.42,1
35.48,28.93,2
14.09,6.14,0
72.44,20.93,9
76.54,55.9,8
55.29,46.37,7
81.16,50.61,8
4.96,62.15,3
58.6,79.59,9
87.73,88.97,2
25.17,41.2,5
20.28,20.91,5
38.77,33.9,2
94.41,38.51,2
3.17,15.28,1
62.43,31.3,6
75.05,25.44,10
13.45,81.92,2
17.89,60.81,8
81.38,79.45,1
45.4,45.88,10
48.01,59.61,4
13.7,14.88,0
73.81,75.17,9
4.42,53.0,10
22.17,86.56,0
22.6,22.51,2
74.64,2.41,7
37.0,32.7,7
70.43,25.94,1
53.28,59.56,3
81.87,74.94,9
61.33,27.12,0
0.17,57.02,7
55.51,72.86,1
4.72,89.31,0
79.49,81.03,9
52.29,98.46,7
4.91,21.32,2
97.89,93.64,1
28.39,42.25,10
48.05,97.76,8
68.34,28.67,6
67.69,64.24,3
54.41,0.31,2
37.72,83.29,1
6.94,91.06,9
82.86,74.85,5
88.79,61.74,10
73.22,66.25,4
66.68,58.63,5
64.29,92.58,6
24.24,35.15,7
70.89,26.6,0
42.33,24.18,1
29.42,36.25,4
20.71,86.55,5
19.32,45.57,7
56.29,6.43,6
23.99,13.56,8
40.11,14.9,5
13.95,82.59,8
77.06,66.45,6
18.57,73.4,5
46.36,80.32,8
41.53,31.31,5
18.79,25.41,0
60.15,33.43,6
72.86,35.52,4
58.41,42.16,9
62.35,74.07,10
55.67,52.12,0
1.37,4.81,0
36.99,77.02,8
21.51,56.86,3
95.98,11.74,7
99.31,92.98,3
91.78,17.8,6
83.91,97.15,3
25.89,85.71,9
74.53,51.62,7
85.4,96.45,8
22.8,67.54,1
93.33,60.1,7
14.96,14.35,6
37.96,96.47,1
82.17,93.99,7
81.09,40.28,10
37.61,81.41,5
72.17,0.17,5
91.64,78.29,10
13.04,76.25,7
23.96,25.63,0
45.43,73.49,8
72.89,17.55,9
33.08,15.43,8
99.62,24.79,10
43.31,38.58,6
78.74,74.26,2
20.64,82.11,0
7.25,32.32,3
28.5,41.08,10
69.91,21.16,9
10.57,28.84,7
90.43,90.31,9
10.85,5.85,7
89.25,89.31,0
54.8,43.63,8
71.28,32.21,10
72.69,71.33,5
49.83,6.54,6
98.65,17.11,0
32.42,88.01,8
31.39,76.34,6
47.04,94.13,10
70.11,86.0,2
23.24,59.53,1
33.19,74.62,7
34.32,41.56,2
42.81,65.23,8
71.77,77.06,6
61.49,58.37,7
36.46,97.14,7
92.24,6.93,0
77.23,40.69,1
52.35,91.65,10
41.14,33.74,5
35.28,50.25,7
78.67,83.13,4
87.88,86.4,2
33.09,96.56,8
28.09,14.45,10
99.12,94.57,6
37.27,8.58,7
57.74,99.75,3
60.91,60.26,5
88.48,32.71,10
0.53,74.58,7
13.75,91.88,10
80.28,37.88,8
89.05,88.24,9
32.28,36.77,3
64.02,13.35,4
16.25,28.88,3
2.53,38.92,7
72.21,13.19,10
20.43,24.06,8
72.74,64.47,8
27.9,5.24,5
5.69,70.38,3
46.98,33.95,9
10.4,19.57,2
19.86,50.69,6
67.39,11.53,4
89.36,95.12,4
25.17,65.29,3
36.3,22.72,4
64.43,31.69,2
54.95,14.2,5
0.82,84.37,6
42.84,59.59,2
36.08,14.89,7
2.59,96.27,7
66.51,82.94,6
96.95,12.67,0
3.56,94.35,9
13.88,47.2,6
19.65,41.13,3
94.99,13.83,3
55.75,40.3,6
55.11,96.56,4
57.81,78.63,5
40.92,18.05,0
38.49,27.91,3
44.69,80.22,7
54.55,16.21,4
26.55,19.26,3
58.16,9.26,6
72.94,8.46,5
7.18,20.8,4
31.18,73.78,1
23.92,17.66,6
66.09,67.74,10
23.07,45.21,6
7.51,69.93,6
62.71,3.73,9
77.05,9.3,5
1.56,99.65,7
85.98,38.04,4
4.96,50.3,10
53.66,38.48,2
